i,j,lev,jaro,jac,dice
0,1,879,0.11141951981097684,0.3292307692307692,0.19705340699815843
0,2,844,0.12667653648504051,0.2857142857142857,0.16666666666666663
0,3,829,0.1282194346764674,0.3419354838709677,0.20622568093385218
0,4,810,0.13174035319729516,0.24149659863945583,0.1373307543520309
0,5,853,0.11268105715994955,0.27,0.1560693641618497
0,6,824,0.15112743572934592,0.32764505119453924,0.1959183673469388
0,7,852,0.12282090949850337,0.3301282051282052,0.19769673704414592
0,8,897,0.11472781227900565,0.3205128205128205,0.19083969465648853
0,9,846,0.12420313738625836,0.33006535947712423,0.1976516634050881
0,10,899,0.3366330401159563,0.459546925566343,0.2983193277310925
0,11,898,0.3280849943229738,0.4258064516129032,0.2704918032786885
0,12,892,0.31671177351136814,0.4763406940063092,0.3126293995859213
0,13,898,0.31755918654801407,0.445859872611465,0.28688524590163933
0,14,918,0.3532388531018208,0.5,0.33333333333333337
0,15,897,0.3216993775306657,0.4755700325732899,0.31196581196581197
0,16,889,0.3026470555016537,0.4506172839506173,0.29083665338645415
0,17,896,0.31940992096717535,0.461038961038961,0.29957805907172996
0,18,886,0.3211700000999925,0.4715189873417721,0.3084886128364389
0,19,901,0.32623343240266767,0.49226006191950467,0.3264887063655031
0,20,884,0.30371213508072314,0.4542586750788643,0.29387755102040813
0,21,889,0.2712259349347147,0.4276923076923077,0.27201565557729945
0,22,880,0.28427475926590595,0.43174603174603177,0.2753036437246964
0,23,880,0.3080836437361816,0.4276315789473685,0.2719665271966527
0,24,884,0.31289383701815776,0.43506493506493504,0.27800829875518673
0,25,885,0.2917917292380886,0.41693811074918563,0.26337448559670784
0,26,881,0.31156114158824055,0.4276729559748428,0.272
0,27,882,0.30967138854747756,0.41666666666666663,0.26315789473684215
0,28,883,0.25563828387735,0.4386503067484663,0.28094302554027506
0,29,875,0.28539900711119814,0.42207792207792205,0.2674897119341564
0,30,892,0.30829378863468226,0.4625,0.30081300813008127
0,31,885,0.28228378656692577,0.4,0.25
0,32,871,0.280751775719148,0.44099378881987583,0.2828685258964143
0,33,876,0.2759330666542459,0.4542586750788643,0.29387755102040813
0,34,873,0.2868748778269775,0.47289156626506024,0.3096646942800789
0,35,868,0.25821831192173106,0.42452830188679247,0.2694610778443114
0,36,885,0.29077212318886225,0.434640522875817,0.2776617954070981
0,37,876,0.2736636285307976,0.4137931034482759,0.26086956521739135
0,38,887,0.2503510083291016,0.39751552795031053,0.24806201550387597
0,39,872,0.2923936319452928,0.44236760124610597,0.28400000000000003
0,40,880,0.23447905184758128,0.44062500000000004,0.282565130260521
0,41,872,0.2155348912369359,0.4545454545454546,0.2941176470588235
0,42,881,0.21981073537651125,0.46084337349397586,0.29941291585127205
0,43,877,0.22140031390407222,0.4088050314465409,0.2569169960474308
0,44,872,0.21725027631426436,0.45731707317073167,0.2964426877470355
0,45,873,0.2497105191723804,0.45141065830721006,0.291497975708502
0,46,875,0.21818335453581691,0.4542682926829268,0.2938856015779092
0,47,863,0.22642671712171905,0.44236760124610597,0.28400000000000003
0,48,881,0.255731118953537,0.48012232415902145,0.31589537223340036
0,49,876,0.23777146248361464,0.44207317073170727,0.28375733855185914
0,50,893,0.24096557408842711,0.42121212121212126,0.26679462571976964
0,51,872,0.2713903588410087,0.42105263157894735,0.2666666666666667
0,52,880,0.2560986619192853,0.44378698224852076,0.28517110266159695
0,53,872,0.2558535804241062,0.43504531722054385,0.277992277992278
0,54,884,0.2789244172929516,0.43243243243243246,0.27586206896551724
0,55,875,0.2678483681719569,0.46769230769230774,0.30522088353413657
0,56,868,0.26876628335084496,0.41846153846153844,0.2645914396887159
0,57,873,0.25455441213708896,0.46176470588235297,0.30019120458891013
0,58,878,0.2615299623403917,0.4363636363636364,0.2790697674418605
0,59,872,0.262982545980876,0.43333333333333335,0.276595744680851
0,60,1014,0.41595894068430717,0.573943661971831,0.4024691358024691
0,61,1034,0.43768965233489465,0.6310344827586207,0.4609571788413098
0,62,1037,0.4366176061074012,0.6083916083916083,0.4371859296482412
0,63,1059,0.44051821469857966,0.657243816254417,0.4894736842105263
0,64,1004,0.41757763671351766,0.5900000000000001,0.4184397163120568
0,65,1046,0.4409600931848253,0.6526315789473685,0.484375
0,66,1013,0.42312490350626064,0.5704225352112676,0.3990147783251231
0,67,1038,0.4401202530347722,0.643598615916955,0.4744897959183674
0,68,1019,0.42054766323627335,0.6006944444444444,0.42928039702233256
0,69,1027,0.4319659025346233,0.5902777777777778,0.41871921182266014
0,70,877,0.3177055662422522,0.47335423197492166,0.31006160164271046
0,71,917,0.3582643059971997,0.5144694533762058,0.34632034632034636
0,72,882,0.31192754374938947,0.4891640866873065,0.32377049180327866
0,73,896,0.33268863830784834,0.4790996784565916,0.3150105708245243
0,74,881,0.3151021986692998,0.4692556634304207,0.306553911205074
0,75,892,0.3108704649420976,0.42172523961661346,0.2672064777327935
0,76,896,0.32134094159787374,0.4678899082568807,0.3053892215568862
0,77,885,0.3092763061467426,0.44126984126984126,0.2830957230142567
0,78,930,0.3690254134984893,0.4966887417218543,0.3303964757709251
0,79,890,0.3267876718184035,0.4375,0.28
0,80,902,0.2350974932415517,0.42592592592592593,0.2705882352941177
0,81,947,0.2133568472266848,0.4326647564469914,0.27605118829981723
0,82,893,0.2294647462763857,0.42215568862275454,0.2675521821631879
0,83,990,0.22514333786673146,0.4326647564469914,0.27605118829981723
0,84,912,0.23036863747635505,0.4378698224852071,0.2803030303030303
0,85,930,0.22678423173817908,0.4281437125748503,0.2723809523809524
0,86,948,0.213284132151481,0.42772861356932157,0.27204502814258913
0,87,886,0.24406090564026517,0.45481927710843373,0.2943469785575049
0,88,929,0.21982442721191597,0.4285714285714286,0.2727272727272727
0,89,946,0.21045352286883778,0.42772861356932157,0.27204502814258913
0,90,1001,0.4144643097976969,0.5642857142857143,0.39303482587064675
0,91,1010,0.41810306743605297,0.5745454545454545,0.40306122448979587
0,92,1003,0.41682251129805714,0.5745454545454545,0.40306122448979587
0,93,983,0.4025103234447758,0.5321428571428571,0.36253041362530414
0,94,1014,0.4215991685566062,0.5878136200716846,0.41624365482233505
0,95,999,0.4099918709441005,0.5473684210526315,0.37681159420289856
0,96,1006,0.42196987284769405,0.5531135531135531,0.38227848101265827
0,97,985,0.409442554946743,0.5428571428571429,0.37254901960784315
0,98,993,0.4114348691985593,0.5563636363636364,0.38539042821158687
0,99,990,0.4056284572066532,0.572463768115942,0.4010152284263959
0,100,982,0.3993795560601304,0.5195729537366548,0.35096153846153844
0,101,1003,0.4220066134568464,0.5512367491166077,0.3804878048780488
0,102,983,0.3936580932925752,0.5379310344827586,0.3679245283018868
0,103,985,0.4059487725440948,0.5409252669039146,0.37073170731707317
0,104,1020,0.4213834721309039,0.568904593639576,0.3975308641975308
0,105,999,0.4145445496578479,0.5516014234875445,0.3808353808353808
0,106,1001,0.4076191198920017,0.5704225352112676,0.3990147783251231
0,107,1005,0.41974878882723243,0.5505226480836236,0.3798076923076923
0,108,1024,0.42516523308882137,0.5921985815602837,0.4206549118387909
0,109,1012,0.42804052550068106,0.5508771929824561,0.38014527845036317
0,110,876,0.2569848976111359,0.4493670886075949,0.28979591836734697
0,111,870,0.30637892165932945,0.4653465346534653,0.3032258064516129
0,112,872,0.2687588836231147,0.4501607717041801,0.2904564315352697
0,113,855,0.25531519952777826,0.4588607594936709,0.29774127310061604
0,114,870,0.2674434960383166,0.47096774193548385,0.3080168776371308
0,115,871,0.24978617233166475,0.4437299035369775,0.2851239669421488
0,116,869,0.2630021958504637,0.47115384615384615,0.30817610062893086
0,117,869,0.30289217561733095,0.43630573248407645,0.2790224032586558
0,118,872,0.22546800252853416,0.42443729903536975,0.2693877551020408
0,119,875,0.2341922101842115,0.46031746031746035,0.2989690721649485
0,120,883,0.3204588431138019,0.4726688102893891,0.30947368421052635
0,121,883,0.3308086891102312,0.49529780564263326,0.3291666666666667
0,122,889,0.31833216201759384,0.5197568389057751,0.35112936344969203
0,123,889,0.31834649977777174,0.4396284829721362,0.28174603174603174
0,124,893,0.31964793552382675,0.4720496894409938,0.3089430894308943
0,125,889,0.31729589007618675,0.47284345047923326,0.3096234309623431
0,126,874,0.30616323653526745,0.4548286604361371,0.2943548387096774
0,127,882,0.3212185309002523,0.46302250803858525,0.301255230125523
0,128,877,0.2975723923093382,0.4796238244514106,0.3154639175257732
0,129,875,0.2951618390609889,0.4440993788819876,0.28542914171656686
0,130,872,0.28332325944289494,0.45317220543806647,0.29296875
0,131,884,0.2780997278208065,0.4164133738601824,0.26295585412667943
0,132,880,0.30843736990558535,0.46319018404907975,0.3013972055888223
0,133,877,0.2848133925574686,0.44062500000000004,0.282565130260521
0,134,888,0.3125490169332482,0.49691358024691357,0.3305954825462012
0,135,881,0.30462661443237826,0.4495412844036697,0.2899408284023669
0,136,885,0.2816058169306698,0.4512195121951219,0.2913385826771654
0,137,876,0.29332250029800766,0.47492625368731567,0.31141199226305605
0,138,883,0.2657505189242043,0.44307692307692303,0.2845849802371542
0,139,882,0.26870256587854013,0.43730886850152906,0.2798434442270059
0,140,877,0.307129497104917,0.42622950819672134,0.27083333333333337
0,141,874,0.25896632853404444,0.4285714285714286,0.2727272727272727
0,142,887,0.2927794697942262,0.4444444444444444,0.2857142857142857
0,143,877,0.28505659459293764,0.4479495268138801,0.28861788617886175
0,144,880,0.2847728050236883,0.43354430379746833,0.2767676767676768
0,145,863,0.2868900550315634,0.4423076923076923,0.28395061728395066
0,146,874,0.2747876833882995,0.484375,0.31958762886597936
0,147,891,0.29238247229334435,0.4493670886075949,0.28979591836734697
0,148,879,0.2969795110001203,0.4354838709677419,0.27835051546391754
0,149,870,0.27204102603525715,0.41455696202531644,0.26147704590818366
0,150,880,0.2561734476935401,0.402555910543131,0.252
0,151,887,0.24805128318597447,0.43939393939393945,0.2815533980582524
0,152,868,0.25528668700006996,0.4308176100628931,0.27454909819639284
0,153,871,0.2345065568697713,0.38888888888888884,0.24137931034482762
0,154,872,0.24788746583882615,0.44036697247706424,0.2823529411764706
0,155,879,0.24662505399370538,0.4171974522292994,0.26358148893360156
0,156,871,0.2568732969935067,0.4347826086956522,0.2777777777777778
0,157,872,0.2813284316604042,0.4299363057324841,0.27383367139959436
0,158,866,0.2526382052760142,0.43292682926829273,0.27626459143968873
0,159,868,0.25543825288812505,0.4392523364485982,0.281437125748503
0,160,889,0.22851110392898855,0.41455696202531644,0.26147704590818366
0,161,880,0.24703099482760893,0.45398773006134974,0.2936507936507936
0,162,896,0.2295344888246289,0.4208860759493671,0.2665330661322646
0,163,899,0.23003040575800426,0.4130434782608695,0.26027397260273977
0,164,902,0.22613900468718884,0.42296072507552873,0.26819923371647514
0,165,887,0.2253613293043496,0.40909090909090906,0.2571428571428571
0,166,912,0.22784405968709398,0.3769470404984424,0.23224568138195778
0,167,870,0.23396258242244905,0.41590214067278286,0.2625482625482626
0,168,865,0.23082001483527936,0.42901234567901236,0.2730844793713163
0,169,877,0.23973213274241933,0.4347826086956522,0.2777777777777778
0,170,1027,0.4241838697556516,0.578397212543554,0.4068627450980392
0,171,1030,0.4319728278372502,0.621160409556314,0.45049504950495045
0,172,1055,0.445520265848497,0.647887323943662,0.47916666666666663
0,173,1018,0.4236225881715735,0.570446735395189,0.39903846153846156
0,174,1033,0.4286308025847756,0.5862068965517242,0.41463414634146345
0,175,1009,0.4218694186402393,0.5878378378378378,0.416267942583732
0,176,1020,0.428902961782183,0.6061643835616438,0.4348894348894349
0,177,1011,0.4206424794964988,0.5738831615120275,0.40240963855421685
0,178,1001,0.4101979775437178,0.5714285714285714,0.4
0,179,1014,0.42421207475555234,0.5773195876288659,0.4057971014492754
0,180,873,0.2505746170642519,0.4192546583850931,0.26522593320235754
0,181,885,0.29569621364844123,0.44620253164556967,0.28716904276985744
0,182,877,0.25143409621,0.37187499999999996,0.22840690978886757
0,183,881,0.2884685469062115,0.4457831325301205,0.28682170542635654
0,184,877,0.2740079498960135,0.44171779141104295,0.2834645669291339
